Num_Adults,Num_Children,Num_Week_Nights,Meal_Type,Car_Parking_Space,Room_Type,Lead_Time,Market_Segment_Type,Repeated,AVG_Price,Special_Requests,Booking_Status
0.5,0.0,0.09090909090909091,1.0,0.0,0.0,0.2934537246049661,1.0,0.0,0.47143649473100385,0.2,1
0.5,0.0,0.18181818181818182,0.0,0.0,0.0,0.22347629796839727,1.0,0.0,0.5712701053799223,0.2,1
0.5,0.0,0.09090909090909091,0.0,0.0,0.0,0.13544018058690743,0.75,0.0,0.3226944990672112,0.0,1
0.25,0.0,0.18181818181818182,0.0,0.0,0.5,0.004514672686230248,0.0,0.0,0.549589068723844,0.0,0
0.25,0.0,0.18181818181818182,0.0,0.0,0.0,0.08352144469525959,1.0,0.0,0.18317954923612162,0.0,0
0.5,0.0,0.18181818181818182,0.3333333333333333,0.0,0.0,0.12641083521444693,0.75,0.0,0.40841022538193916,0.0,1
0.5,0.0,0.09090909090909091,0.0,0.0,0.5,0.006772009029345372,1.0,0.0,0.8899309232087934,0.2,1
0.5,0.0,0.18181818181818182,0.0,0.0,0.0,0.24153498871331827,1.0,0.0,0.43614178389552766,0.2,1
0.0,0.6666666666666666,0.2727272727272727,0.0,0.0,0.16666666666666666,0.12641083521444693,1.0,0.0,0.41062875006302624,0.2,1
0.5,0.0,0.09090909090909091,1.0,0.0,0.0,0.004514672686230248,1.0,0.0,0.3453839560328745,0.2,1
0.5,0.0,0.18181818181818182,0.0,0.0,0.0,0.16252821670428894,0.75,0.0,0.4260575807996773,0.0,1
0.5,0.0,0.09090909090909091,1.0,1.0,0.0,0.05191873589164785,1.0,0.0,0.5747995764634699,0.2,1
0.25,0.0,0.09090909090909091,0.0,0.0,0.0,0.07674943566591422,1.0,0.0,0.403368123834014,0.0,0
0.5,0.0,0.09090909090909091,0.0,0.0,0.0,0.6523702031602708,0.75,0.0,0.33277870216306155,0.0,1
0.5,0.0,0.2727272727272727,1.0,0.0,0.0,0.5575620767494356,1.0,0.0,0.31639187213230474,0.0,0
0.5,0.0,0.09090909090909091,0.0,0.0,0.5,0.41986455981941306,1.0,0.0,0.6090858669893612,0.2,0
0.5,0.0,0.36363636363636365,0.0,0.0,0.0,0.14446952595936793,1.0,0.0,0.4668986033378712,0.4,1
0.5,0.0,0.18181818181818182,0.0,0.0,0.0,0.07900677200902934,1.0,0.0,0.5092522563404427,0.2,1
0.75,0.0,0.09090909090909091,0.0,0.0,0.0,0.21670428893905191,1.0,0.0,0.6090858669893612,0.2,1
0.5,0.0,0.09090909090909091,1.0,0.0,0.0,0.09255079006772009,1.0,0.0,0.48958806030353447,0.2,0
0.5,0.0,0.36363636363636365,0.0,0.0,0.5,0.12415349887133181,0.75,0.0,0.29748399132758535,0.2,1
0.5,0.0,0.2727272727272727,0.0,0.0,0.0,0.3295711060948081,0.75,0.0,0.37311551454646297,0.0,1
0.25,0.0,0.18181818181818182,0.0,0.0,0.0,0.07223476297968397,0.75,0.0,0.3630313114506126,0.0,1
0.5,0.0,0.09090909090909091,0.3333333333333333,0.0,0.0,0.12415349887133181,0.75,0.0,0.519336459436293,0.0,1
0.5,0.0,0.36363636363636365,1.0,0.0,0.0,0.12866817155756208,1.0,0.0,0.3942923410477487,0.2,1
0.25,0.0,0.2727272727272727,0.0,0.0,0.5,0.015801354401805866,1.0,0.0,0.6292542731810619,0.4,1
0.25,0.0,0.4545454545454546,1.0,0.0,0.0,0.2799097065462754,1.0,0.0,0.438410729592094,0.0,1
0.5,0.0,0.18181818181818182,0.3333333333333333,0.0,0.0,0.38148984198645597,1.0,0.0,0.5294206625321434,0.0,0
0.25,0.0,0.18181818181818182,0.0,0.0,0.0,0.013544018058690745,1.0,0.0,0.6840619170070085,0.2,1
0.5,0.0,0.36363636363636365,0.0,0.0,0.5,0.11512415349887133,0.75,0.0,0.29748399132758535,0.2,1
0.5,0.0,0.0,1.0,0.0,0.0,0.02934537246049661,1.0,0.0,0.4437049362174154,0.4,1
0.5,0.0,0.2727272727272727,0.0,0.0,0.0,0.2257336343115124,1.0,0.0,0.6806837089698986,0.2,1
0.5,0.0,0.09090909090909091,1.0,0.0,0.0,0.31376975169300225,1.0,0.0,0.47143649473100385,0.2,1
0.5,0.0,0.18181818181818182,0.0,0.0,0.0,0.2641083521444695,1.0,0.0,0.4668986033378712,0.4,1
0.5,0.0,0.36363636363636365,0.0,0.0,0.5,0.08803611738148984,1.0,0.0,0.6030353451318509,0.0,0
0.5,0.0,0.2727272727272727,0.0,0.0,0.5,0.19413092550790065,1.0,0.0,0.4956385821610447,0.2,1
0.25,0.0,0.2727272727272727,0.0,0.0,0.5,0.04288939051918735,1.0,0.0,0.6006151363888469,0.4,1
0.25,0.0,0.18181818181818182,0.0,0.0,0.0,0.43340857787810383,0.75,0.0,0.47395754550496644,0.0,1
0.5,0.0,0.09090909090909091,0.0,0.0,0.0,0.19413092550790065,0.75,0.0,0.37311551454646297,0.0,1
0.5,0.0,0.2727272727272727,0.0,0.0,0.5,0.06772009029345372,1.0,0.0,0.7890888922502899,0.4,1
0.5,0.0,0.18181818181818182,0.0,0.0,0.5,0.4040632054176072,1.0,0.0,0.48757121968436445,0.2,1
0.5,0.0,0.18181818181818182,0.0,0.0,0.5,0.05869074492099322,1.0,0.0,0.7109363182574497,0.0,0
0.5,0.0,0.09090909090909091,0.0,0.0,0.0,0.12415349887133181,0.75,0.0,0.3983260222860888,0.0,1
0.5,0.0,0.18181818181818182,0.0,0.0,0.0,0.16704288939051917,1.0,0.0,0.4260575807996773,0.2,1
0.5,0.0,0.2727272727272727,0.0,0.0,0.0,0.3227990970654627,0.75,0.0,0.49916805324459235,0.0,1
0.5,0.0,0.0,1.0,0.0,0.0,0.07674943566591422,1.0,0.0,0.43866283466949024,0.4,1
0.5,0.0,0.09090909090909091,0.0,1.0,0.0,0.06772009029345372,1.0,0.0,0.6143800736146826,0.2,1
0.5,0.0,0.18181818181818182,0.0,0.0,0.0,0.3995485327313769,1.0,0.0,0.49916805324459235,0.0,0
0.5,0.0,0.2727272727272727,0.0,0.0,0.5,0.07674943566591422,0.75,0.0,0.37311551454646297,0.0,1
0.5,0.0,0.36363636363636365,0.0,0.0,0.5,0.040632054176072234,1.0,0.0,0.5838753592497352,0.2,1
0.75,0.0,0.09090909090909091,0.0,0.0,0.5,0.6027088036117381,1.0,0.0,0.6075732365249836,0.0,1
0.5,0.0,0.18181818181818182,0.0,0.0,0.0,0.14446952595936793,1.0,0.0,0.559169061664902,0.2,1
0.75,0.0,0.4545454545454546,0.0,0.0,0.5,0.3498871331828442,1.0,0.0,0.6078253416023799,0.4,0
0.5,0.0,0.4545454545454546,0.0,0.0,0.0,0.1038374717832957,0.75,0.0,0.37311551454646297,0.2,1
0.5,0.6666666666666666,0.18181818181818182,0.0,0.0,0.8333333333333333,0.1873589164785553,1.0,0.0,0.7981646750365553,0.0,0
0.5,0.0,0.4545454545454546,0.0,0.0,0.5,0.28893905191873587,1.0,0.0,0.6620279332425756,0.0,0
0.5,0.0,0.0,1.0,0.0,0.0,0.04514672686230248,1.0,0.0,0.43866283466949024,0.4,1
0.5,0.0,0.36363636363636365,0.0,0.0,0.5,0.09029345372460496,1.0,0.0,0.4932183734180406,0.0,1
0.5,0.0,0.18181818181818182,0.0,1.0,0.5,0.1038374717832957,1.0,0.0,0.4905964806131195,0.2,1
0.25,0.0,0.0,0.0,0.0,0.0,0.002257336343115124,1.0,0.0,0.7512731306408511,0.4,1
0.5,0.0,0.2727272727272727,1.0,0.0,0.0,0.4424379232505643,1.0,0.0,0.47925175213028787,0.2,1
0.25,0.0,0.18181818181818182,0.0,0.0,0.0,0.4243792325056433,1.0,0.0,0.6504310996823476,0.0,0
0.5,0.0,0.09090909090909091,1.0,0.0,0.0,0.03837471783295711,1.0,1.0,0.47395754550496644,0.0,1
0.5,0.0,0.2727272727272727,0.0,0.0,0.6666666666666666,0.3295711060948081,0.75,0.0,0.5675389502344578,0.0,1
0.5,0.0,0.2727272727272727,1.0,0.0,0.0,0.24830699774266363,1.0,0.0,0.5071345736903141,0.2,1
0.5,0.0,0.18181818181818182,0.0,1.0,0.0,0.15349887133182843,1.0,0.0,0.5258911914485958,0.0,1
0.5,0.0,0.09090909090909091,0.0,0.0,0.5,0.16478555304740405,1.0,0.0,0.57883325770181,0.2,1
0.5,0.0,0.09090909090909091,0.0,0.0,0.5,0.2076749435665914,1.0,0.0,0.748247869712096,0.2,1
0.5,0.0,0.4545454545454546,0.0,0.0,0.0,0.3860045146726862,1.0,0.0,0.5576060101850452,0.0,0
0.5,0.3333333333333333,0.18181818181818182,0.0,1.0,0.0,0.30248306997742663,1.0,0.0,0.6529521504563102,0.4,1
0.5,0.0,0.18181818181818182,0.3333333333333333,0.0,0.0,0.7223476297968396,1.0,0.0,0.5747995764634699,0.2,0
0.5,0.0,0.36363636363636365,0.0,0.0,0.0,0.26636568848758463,1.0,0.0,0.4535370342358695,0.2,1
0.5,0.0,0.2727272727272727,0.0,0.0,0.0,0.06772009029345372,1.0,0.0,0.37856098421822215,0.2,1
0.5,0.6666666666666666,0.2727272727272727,0.0,0.0,0.8333333333333333,0.06772009029345372,1.0,0.0,0.7860636313215348,0.0,1
0.5,0.0,0.0,1.0,0.0,0.0,0.42663656884875845,1.0,0.0,0.4260575807996773,0.4,1
0.75,0.0,0.18181818181818182,0.0,0.0,0.5,0.12415349887133181,1.0,0.0,0.7981646750365553,0.4,1
0.25,0.0,0.36363636363636365,0.0,0.0,0.0,0.12415349887133181,1.0,0.0,0.37210709423687793,0.4,1
0.5,0.0,0.09090909090909091,0.0,0.0,0.0,0.03611738148984198,1.0,0.0,0.47395754550496644,0.2,1
0.5,0.0,0.2727272727272727,0.0,0.0,0.0,0.05417607223476298,1.0,0.0,0.5344627640800685,0.2,1
0.5,0.0,0.2727272727272727,0.0,0.0,0.0,0.01805869074492099,0.75,0.0,0.31765239751928603,0.0,1
0.5,0.0,0.36363636363636365,0.0,1.0,0.0,0.02257336343115124,1.0,0.0,0.41320022185246813,0.0,1
0.5,0.0,0.2727272727272727,0.0,0.0,0.5,0.0,1.0,0.0,0.776483638380477,0.2,1
0.5,0.0,0.09090909090909091,1.0,0.0,0.0,0.02708803611738149,1.0,0.0,0.5076387838451066,0.2,1
0.5,0.0,0.09090909090909091,0.0,0.0,0.0,0.07223476297968397,1.0,0.0,0.47143649473100385,0.6000000000000001,1
0.5,0.0,0.18181818181818182,0.0,0.0,0.0,0.41083521444695253,1.0,0.0,0.589421670952453,0.4,0
0.5,0.0,0.0,1.0,0.0,0.0,0.002257336343115124,1.0,0.0,0.6353047950385721,0.2,1
0.5,0.0,0.2727272727272727,1.0,0.0,0.0,0.2753950338600451,1.0,0.0,0.5803458881661876,0.4,1
0.5,0.0,0.2727272727272727,0.0,0.0,0.0,0.09029345372460496,1.0,0.0,0.589421670952453,0.2,1
0.5,0.6666666666666666,0.18181818181818182,0.0,0.0,0.16666666666666666,0.2618510158013544,1.0,0.0,0.9239146876418092,0.2,0
0.75,0.0,0.18181818181818182,0.0,1.0,0.5,0.27765237020316025,1.0,0.0,0.7800131094640246,0.2,1
0.75,0.0,0.4545454545454546,0.0,0.0,0.5,0.09029345372460496,1.0,0.0,0.6794736045983966,0.0,0
0.5,0.3333333333333333,0.4545454545454546,0.0,0.0,0.0,0.237020316027088,1.0,0.0,0.5134372006252206,0.6000000000000001,1
0.5,0.0,0.09090909090909091,0.0,0.0,0.0,0.9999999999999999,1.0,0.0,0.3226944990672112,0.0,0
0.5,0.0,0.2727272727272727,0.0,0.0,0.0,0.004514672686230248,1.0,0.0,0.5142943578883679,0.2,1
0.5,0.0,0.2727272727272727,0.0,0.0,0.0,0.7155756207674943,1.0,0.0,0.5304290828417284,0.2,0
0.5,0.0,0.18181818181818182,0.3333333333333333,0.0,0.0,0.6455981941309255,0.75,0.0,0.2899208390056976,0.0,1
0.5,0.0,0.2727272727272727,0.0,0.0,0.0,0.15349887133182843,1.0,0.0,0.36782130792114154,0.0,0
0.5,0.0,0.2727272727272727,0.0,0.0,0.0,0.33408577878103835,1.0,0.0,0.5258911914485958,0.0,1
0.75,0.0,0.0,0.0,0.0,0.5,0.15349887133182843,1.0,0.0,0.6665658246357081,0.4,1
0.5,0.0,0.18181818181818182,0.0,0.0,0.0,0.06772009029345372,0.75,0.0,0.4260575807996773,0.0,1
0.25,0.0,0.09090909090909091,0.0,0.0,0.0,0.03160270880361173,1.0,0.0,0.5596732718196944,0.2,0
0.5,0.6666666666666666,0.18181818181818182,0.0,0.0,0.8333333333333333,0.24830699774266363,1.0,0.0,0.9569908737961983,0.0,0
0.25,0.0,0.2727272727272727,0.0,0.0,0.0,0.2641083521444695,0.75,0.0,0.549589068723844,0.0,1
0.5,0.0,0.36363636363636365,0.0,0.0,0.5,0.19187358916478553,1.0,0.0,0.4562093480562699,0.2,1
0.5,0.0,0.18181818181818182,1.0,0.0,0.0,0.002257336343115124,1.0,0.0,0.6756416074219734,0.4,1
0.25,0.0,0.18181818181818182,0.0,0.0,0.0,0.0564334085778781,1.0,0.0,0.6453889981344224,0.4,1
0.5,0.0,0.36363636363636365,1.0,0.0,0.0,0.6523702031602708,1.0,0.0,0.3506781626581959,0.4,0
0.5,0.0,0.36363636363636365,0.0,0.0,0.5,0.06320541760722347,0.75,0.0,0.37311551454646297,0.0,1
0.25,0.0,0.36363636363636365,1.0,0.0,0.0,0.1805869074492099,1.0,0.0,0.35924973528966875,0.0,1
0.5,0.0,0.09090909090909091,0.0,0.0,0.5,0.024830699774266364,1.0,0.0,0.776483638380477,0.4,1
0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.36568848758465006,1.0,0.0,0.6075732365249836,0.4,0
0.5,0.0,0.4545454545454546,0.0,0.0,0.0,0.3498871331828442,1.0,0.0,0.4535370342358695,0.4,1
0.25,0.0,0.18181818181818182,0.0,0.0,0.0,0.18510158013544017,1.0,0.0,0.5478243331820704,0.0,1
0.75,0.0,0.36363636363636365,0.0,0.0,0.5,0.06094808126410835,1.0,0.0,0.7145666313719559,0.0,0
0.25,0.0,0.18181818181818182,0.0,0.0,0.0,0.02934537246049661,0.75,0.0,0.4487470377653406,0.0,1
0.5,0.0,0.18181818181818182,0.0,0.0,0.0,0.5530474040632054,1.0,0.0,0.37311551454646297,0.0,0
0.5,0.0,0.18181818181818182,0.0,0.0,0.0,0.024830699774266364,1.0,0.0,0.5546311702717692,0.2,0
0.5,0.0,0.18181818181818182,0.0,0.0,0.0,0.600451467268623,1.0,0.0,0.4321081026571875,0.4,1
0.5,0.0,0.0,0.0,0.0,0.0,0.08803611738148984,1.0,0.0,0.589421670952453,0.2,1
0.5,0.0,0.36363636363636365,1.0,0.0,0.0,0.25282167042889386,1.0,0.0,0.5071345736903141,0.2,1
0.5,0.0,0.18181818181818182,1.0,0.0,0.0,0.1986455981941309,1.0,0.0,0.2919376796248676,0.2,1
0.5,0.0,0.09090909090909091,0.0,0.0,0.0,0.12641083521444693,0.75,0.0,0.6000100842030959,0.0,1
0.5,0.0,0.2727272727272727,0.0,0.0,0.5,0.16478555304740405,1.0,0.0,0.5349669742348611,0.0,0
0.5,0.0,0.09090909090909091,0.0,0.0,0.0,0.1805869074492099,1.0,0.0,0.6348005848837796,0.2,1
0.5,0.0,0.2727272727272727,0.0,0.0,0.5,0.2934537246049661,1.0,0.0,0.6983310643876367,0.4,0
0.5,0.0,0.2727272727272727,1.0,0.0,0.0,0.15575620767494355,1.0,0.0,0.4021075984470327,0.2,1
0.5,0.0,0.18181818181818182,0.3333333333333333,0.0,0.0,0.6162528216704288,1.0,0.0,0.5445469671759189,0.0,0
0.5,0.0,0.09090909090909091,0.3333333333333333,0.0,0.0,0.12415349887133181,0.75,0.0,0.519336459436293,0.0,1
0.25,0.0,0.2727272727272727,0.0,0.0,0.0,0.009029345372460496,0.5,1.0,0.3226944990672112,0.2,1
0.5,0.0,0.2727272727272727,0.0,0.0,0.5,0.21896162528216703,1.0,0.0,0.7028689557807695,0.0,1
0.5,0.0,0.2727272727272727,0.0,0.0,0.0,0.09932279909706546,0.75,0.0,0.37311551454646297,0.0,1
0.5,0.0,0.09090909090909091,1.0,0.0,0.0,0.06997742663656885,1.0,0.0,0.47143649473100385,0.0,0
0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5445469671759189,0.0,1
0.5,0.0,0.18181818181818182,0.0,0.0,0.0,0.1399548532731377,1.0,0.0,0.5243785609842182,0.4,1
0.5,0.0,0.18181818181818182,0.0,0.0,0.5,0.19413092550790065,1.0,0.0,0.5392527605505975,0.2,1
0.5,0.0,0.09090909090909091,1.0,0.0,0.0,0.44469525959367945,1.0,0.0,0.4260575807996773,0.2,1
0.5,0.0,0.18181818181818182,0.0,0.0,0.0,0.3227990970654627,1.0,0.0,0.5258911914485958,0.4,1
0.25,0.0,0.09090909090909091,0.3333333333333333,0.0,0.0,0.05191873589164785,1.0,0.0,0.0,0.0,1
0.5,0.0,0.18181818181818182,0.0,0.0,0.5,0.01805869074492099,1.0,0.0,0.7815257399284021,0.0,0
0.25,0.0,0.18181818181818182,0.0,0.0,0.0,0.02934537246049661,1.0,0.0,0.3637876266828014,0.2,1
0.5,0.0,0.18181818181818182,0.0,0.0,0.0,0.6320541760722347,1.0,0.0,0.549589068723844,0.0,0
0.5,0.3333333333333333,0.0,1.0,0.0,0.0,0.024830699774266364,1.0,0.0,0.43563757374073514,0.2,1
0.5,0.0,0.18181818181818182,0.0,0.0,0.0,0.7155756207674943,1.0,0.0,0.6000100842030959,0.0,0
0.5,0.0,0.18181818181818182,1.0,0.0,0.0,0.4176072234762979,1.0,0.0,0.3942923410477487,0.0,0
0.5,0.0,0.2727272727272727,0.0,0.0,0.0,0.3611738148984198,1.0,0.0,0.4535370342358695,0.2,1
0.5,0.0,0.36363636363636365,0.0,0.0,0.0,0.2347629796839729,1.0,0.0,0.4562093480562699,0.2,1
0.5,0.3333333333333333,0.09090909090909091,0.0,0.0,0.0,0.024830699774266364,1.0,0.0,0.7512731306408511,0.2,0
0.5,0.0,0.09090909090909091,1.0,0.0,0.0,0.004514672686230248,1.0,0.0,0.4437049362174154,0.0,1
0.5,0.0,0.36363636363636365,1.0,0.0,0.0,0.03160270880361173,1.0,0.0,0.45595724297887363,0.2,1
0.5,0.0,0.18181818181818182,0.0,0.0,0.0,0.04966139954853273,0.75,0.0,0.7008521151615993,0.0,1
0.25,0.3333333333333333,0.4545454545454546,1.0,0.0,0.0,0.08352144469525959,1.0,0.0,0.4375535723289467,0.0,1
0.5,0.0,0.18181818181818182,0.3333333333333333,0.0,0.0,0.6591422121896162,1.0,0.0,0.5747995764634699,0.0,0
0.5,0.0,0.2727272727272727,0.0,0.0,0.0,0.024830699774266364,1.0,0.0,0.4026118086018252,0.2,1
0.5,0.0,0.2727272727272727,0.0,0.0,0.0,0.19413092550790065,1.0,0.0,0.41067917107850554,0.2,1
0.5,0.0,0.09090909090909091,1.0,0.0,0.0,0.2460496613995485,1.0,0.0,0.5395048656279937,0.0,0
0.5,0.0,0.09090909090909091,0.0,0.0,0.5,0.16252821670428894,1.0,0.0,0.48051227751726916,0.2,1
0.5,0.0,0.4545454545454546,0.0,0.0,0.0,0.4424379232505643,1.0,0.0,0.4963948973932335,0.0,0
0.5,0.0,0.18181818181818182,0.0,0.0,0.5,0.12641083521444693,1.0,0.0,0.7028689557807695,0.2,1
0.5,0.0,0.2727272727272727,0.0,0.0,0.0,0.42663656884875845,0.75,0.0,0.35924973528966875,0.0,1
0.5,0.0,0.36363636363636365,0.0,0.0,0.5,0.28442437923250563,1.0,0.0,0.6302626934906469,0.0,1
0.5,0.0,0.2727272727272727,0.0,0.0,0.0,0.6839729119638825,1.0,0.0,0.3882418191902385,0.0,0
0.25,0.0,0.18181818181818182,0.0,0.0,0.5,0.18284424379232503,1.0,0.0,0.7341299853779054,0.2,1
0.5,0.0,0.18181818181818182,0.0,0.0,0.0,0.1218961625282167,1.0,0.0,0.5939595623455857,0.0,0
0.25,0.0,0.09090909090909091,0.0,0.0,0.0,0.03386004514672686,1.0,0.0,0.7260626229012253,0.0,0
0.5,0.0,0.36363636363636365,0.0,0.0,0.0,0.19413092550790065,1.0,0.0,0.4214188473755861,0.0,0
0.5,0.0,0.18181818181818182,0.3333333333333333,0.0,0.0,0.36343115124153497,1.0,0.0,0.6504310996823476,0.0,0
0.5,0.0,0.9090909090909092,0.0,0.0,0.5,0.3318284424379232,1.0,0.0,0.5943629304694196,0.2,0
0.5,0.0,0.18181818181818182,0.0,0.0,0.0,0.2076749435665914,0.75,0.0,0.5068320475974386,0.0,1
0.5,0.0,0.09090909090909091,0.0,0.0,0.0,0.1963882618510158,0.5,0.0,0.49916805324459235,0.0,0
0.5,0.0,0.09090909090909091,0.0,0.0,0.0,0.2460496613995485,0.75,0.0,0.287399788231735,0.0,1
0.5,0.0,0.36363636363636365,0.0,0.0,0.0,0.2866817155756207,0.75,0.0,0.3050471436494731,0.4,1
0.5,0.0,0.18181818181818182,0.3333333333333333,0.0,0.0,0.9435665914221218,1.0,0.0,0.5344627640800685,0.0,0
0.5,0.0,0.36363636363636365,1.0,0.0,0.0,0.35214446952595935,1.0,0.0,0.4351333635859426,0.2,1
0.5,0.0,0.18181818181818182,0.0,0.0,0.0,0.1805869074492099,1.0,0.0,0.3806786668683507,0.2,0
0.5,0.0,0.18181818181818182,1.0,0.0,0.0,0.47629796839729116,1.0,0.0,0.31639187213230474,0.0,0
0.5,0.0,0.18181818181818182,0.0,0.0,0.0,0.6162528216704288,1.0,0.0,0.47395754550496644,0.0,0
0.5,0.0,0.09090909090909091,0.0,0.0,0.0,0.1309255079006772,0.75,0.0,0.37311551454646297,0.2,1
0.5,0.0,0.2727272727272727,0.0,0.0,0.0,0.9774266365688487,1.0,0.0,0.34790500680683706,0.0,0
0.5,0.0,0.2727272727272727,0.0,0.0,0.0,0.2505643340857788,1.0,0.0,0.5071345736903141,0.2,1
0.5,0.0,0.2727272727272727,0.0,0.0,0.0,0.07674943566591422,0.75,0.0,0.42353653002571473,0.0,1
0.5,0.0,0.36363636363636365,0.0,0.0,0.0,0.03837471783295711,1.0,0.0,0.4910502697524328,0.0,1
0.5,0.0,0.2727272727272727,0.0,0.0,0.0,0.013544018058690745,1.0,0.0,0.5297736096404981,0.2,1
0.5,0.0,0.09090909090909091,0.0,0.0,0.0,0.07223476297968397,0.75,0.0,0.5243785609842182,0.2,1
0.5,0.0,0.09090909090909091,0.0,0.0,0.0,0.009029345372460496,1.0,0.0,0.7260626229012253,0.4,1
0.75,0.0,0.09090909090909091,0.0,0.0,0.0,0.44018058690744916,1.0,0.0,0.5295719255785811,0.2,0
0.5,0.0,0.18181818181818182,0.0,0.0,0.0,0.2686230248306998,1.0,0.0,0.5712701053799223,0.2,1
0.25,0.0,0.09090909090909091,1.0,0.0,0.0,0.02934537246049661,1.0,0.0,0.43866283466949024,0.0,1
0.5,0.0,0.18181818181818182,0.0,0.0,0.0,0.13318284424379231,1.0,0.0,0.4449654616043967,0.4,1
0.5,0.3333333333333333,0.4545454545454546,0.0,0.0,0.5,0.17607223476297967,1.0,0.0,0.4301921040689759,0.2,1
0.5,0.0,0.2727272727272727,0.0,0.0,0.0,0.7562076749435666,0.75,0.0,0.4487470377653406,0.2,1
0.5,0.0,0.4545454545454546,0.0,0.0,0.0,0.23250564334085777,1.0,0.0,0.2771139010739676,0.0,1
0.25,0.0,0.18181818181818182,1.0,0.0,0.0,0.0,1.0,0.0,0.5445469671759189,0.2,1
0.5,0.0,0.09090909090909091,0.0,0.0,0.0,0.26636568848758463,0.75,0.0,0.4285786315736399,0.0,1
0.5,0.0,0.4545454545454546,0.0,0.0,0.0,0.12641083521444693,1.0,0.0,0.5947158775777744,0.0,1
0.5,0.0,0.18181818181818182,0.0,0.0,0.0,0.24153498871331827,0.75,0.0,0.6504310996823476,0.2,1
0.5,0.0,0.2727272727272727,1.0,0.0,0.0,0.15801354401805867,1.0,0.0,0.4515706146321787,0.2,1
0.5,0.0,0.18181818181818182,0.0,0.0,0.0,0.1715575620767494,1.0,0.0,0.4351333635859426,0.2,1
0.5,0.6666666666666666,0.18181818181818182,0.0,0.0,0.8333333333333333,0.32505643340857787,1.0,0.0,0.8906872384409822,0.2,0
0.5,0.3333333333333333,0.18181818181818182,0.0,0.0,0.0,0.03386004514672686,1.0,0.0,0.6353047950385721,0.2,1
0.25,0.0,0.18181818181818182,0.0,0.0,0.0,0.07223476297968397,1.0,0.0,0.3625271012958201,0.0,0
0.75,0.0,0.09090909090909091,0.0,0.0,0.5,0.11060948081264108,1.0,0.0,0.7981646750365553,0.0,0
